ticker,sector,close,market_cap,volatility_60,composite_score,weight
REAL,Consumer Cyclical,9.78,1189943504.6999998,0.03278379887287112,0.32595219362316463,0.003115282939754946
NP,Financial Services,32.05,4398320534.5,0.032804531738438426,0.4368584300435991,0.003113314042807748
THC,Healthcare,259.06,20859252140.0,0.03300858936643248,0.3866816601638318,0.0030940676741815876
CXM,Technology,5.55,1288550937.0,0.03331248166388199,0.3352150191762907,0.0030658421176632104
DOCU,Technology,65.08,12163611576.16,0.034205186961178316,0.3672644350435948,0.002985828127322552
DKNG,Consumer Cyclical,23.87,11850358125.76,0.03433371348889276,0.2943926398176581,0.0029746508300668665
BBWI,Consumer Cyclical,18.9,3811096415.7,0.03443934435857804,0.3110536762442708,0.002965527109507078
PODD,Healthcare,142.28,9867715433.72,0.035288230729325284,0.3057395643421276,0.002894189003478146
UPWK,Industrials,8.32,1039195996.8000001,0.03535687754398759,0.3070896089955628,0.0028885698179074663
ACI,Consumer Defensive,12.14,5891853791.62,0.035734513716368856,0.36558235453600135,0.002858043910703335
PEGA,Technology,35.8,5885697031.0,0.03628817523265136,0.3490625507081355,0.0028144377245267927
GTLB,Technology,47.15,7855190000.0,0.036429718992326214,0.29222807754119373,0.002803502529089678
NTRA,Healthcare,324.14,46722891263.799995,0.036572946985508566,0.29342994766638103,0.002792523374435221
ANDG,Consumer Cyclical,53.85,6084428194.05,0.0366089887363562,0.33643096147248513,0.002789774119807555
EXTR,Technology,21.65,2825122637.45,0.03678724808331566,0.31975362120303197,0.002776255758454866
PTRN,Consumer Cyclical,19.66,3487666089.7400002,0.03745195130589183,0.408317327651861,0.0027269823271650444
CRCT,Technology,5.45,1141472067.2,0.037971880253663035,0.3522184437485447,0.00268964319508936
INTA,Technology,39.86,3049734359.2799997,0.03807044606594295,0.37035362296724045,0.0026826796080116583
QLYS,Technology,170.32,5892220570.32,0.03810965214207572,0.34854156389823027,0.002679919747056764
CVLT,Technology,133.36,5527047055.040001,0.03827117971632397,0.3206657923154185,0.002668608861447
MANH,Technology,207.92,12122769778.24,0.039026354418178824,0.4044954082042531,0.0026169702717976488
BRBR,Consumer Defensive,9.79,1138363519.26,0.0392498295968659,0.30419662469044473,0.002602070133246336
IRWD,Healthcare,4.17,689050578.99,0.04032394340579918,0.35300233969990985,0.002532758473079419
SONO,Technology,14.49,1714079755.71,0.040710559682853184,0.3670694739050358,0.002508705606718277
ANAB,Healthcare,56.6,1647111053.2,0.04071522828114153,0.3017527182167214,0.0025084179468132257
AMPL,Technology,12.52,1563949146.32,0.041156767826329,0.40019218378583327,0.002481507045450669
